id,nombre,edad,perfil,sesgo,preocupacion,pais,provincia,ciudad,nse
225,Persona_225,18,Jubilado,Pragmático,Economía y Seguridad,Argentina,Santa Fe,Venado Tuerto,C2 (Medio-Alto)
226,Persona_226,48,Programador freelance,Escéptico,Economía y Seguridad,Argentina,Buenos Aires,La Plata,C2 (Medio-Alto)
227,Persona_227,73,Docente,Antisistema,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,D1 (Bajo)
228,Persona_228,61,Jubilado,Pragmático,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,C3 (Medio)
229,Persona_229,34,Empleado público,Antisistema,Economía y Seguridad,Argentina,Buenos Aires,Tandil,C3 (Medio)
230,Persona_230,20,Jubilado,Antisistema,Economía y Seguridad,Argentina,Santa Fe,Rafaela,C3 (Medio)
231,Persona_231,37,Empleado público,Liberal,Economía y Seguridad,Argentina,CABA,CABA,D1 (Bajo)
232,Persona_232,35,Trabajador informal,Escéptico,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,D1 (Bajo)
233,Persona_233,64,Trabajador informal,Antisistema,Economía y Seguridad,Argentina,Santa Fe,Rosario,ABC1 (Alto)
234,Persona_234,31,Productor agropecuario,Pragmático,Economía y Seguridad,Argentina,Mendoza,Luján de Cuyo,C2 (Medio-Alto)
235,Persona_235,73,Estudiante universitario,Justicia Social,Economía y Seguridad,Argentina,Salta,Salta Capital,C3 (Medio)
236,Persona_236,35,Empleado público,Liberal,Economía y Seguridad,Argentina,CABA,CABA,C2 (Medio-Alto)
237,Persona_237,70,Trabajador informal,Antisistema,Economía y Seguridad,Argentina,Córdoba,Córdoba Capital,ABC1 (Alto)
238,Persona_238,23,Trabajador informal,Justicia Social,Economía y Seguridad,Argentina,Santa Fe,Rosario,ABC1 (Alto)
239,Persona_239,21,Programador freelance,Liberal,Economía y Seguridad,Argentina,Córdoba,Río Cuarto,ABC1 (Alto)
240,Persona_240,55,Profesional independiente,Justicia Social,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,C3 (Medio)
241,Persona_241,43,Profesional independiente,Escéptico,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,C3 (Medio)
242,Persona_242,22,Profesional independiente,Antisistema,Economía y Seguridad,Argentina,Santa Fe,Rafaela,C2 (Medio-Alto)
243,Persona_243,71,Desempleado,Pragmático,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,E (Vulnerable)
244,Persona_244,75,Emprendedor tech,Pragmático,Economía y Seguridad,Argentina,Mendoza,Luján de Cuyo,E (Vulnerable)
245,Persona_245,37,Estudiante universitario,Liberal,Economía y Seguridad,Argentina,Salta,Cafayate,ABC1 (Alto)
246,Persona_246,73,Productor agropecuario,Liberal,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,C2 (Medio-Alto)
247,Persona_247,56,Comerciante de barrio,Antisistema,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,C2 (Medio-Alto)
248,Persona_248,36,Emprendedor tech,Pragmático,Economía y Seguridad,Argentina,CABA,CABA,D1 (Bajo)
249,Persona_249,73,Profesional independiente,Escéptico,Economía y Seguridad,Argentina,Buenos Aires,Mar del Plata,C2 (Medio-Alto)
250,Persona_250,49,Docente,Escéptico,Economía y Seguridad,Argentina,Córdoba,Villa María,E (Vulnerable)
251,Persona_251,57,Emprendedor tech,Pragmático,Economía y Seguridad,Argentina,Córdoba,Córdoba Capital,C2 (Medio-Alto)
252,Persona_252,34,Profesional independiente,Pragmático,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,D1 (Bajo)
253,Persona_253,61,Trabajador informal,Conservador,Economía y Seguridad,Argentina,Salta,Cafayate,ABC1 (Alto)
254,Persona_254,21,Profesional independiente,Progresista,Economía y Seguridad,Argentina,Buenos Aires,La Plata,E (Vulnerable)
255,Persona_255,20,Estudiante universitario,Conservador,Economía y Seguridad,Argentina,CABA,CABA,E (Vulnerable)
256,Persona_256,30,Empleado público,Pragmático,Economía y Seguridad,Argentina,CABA,CABA,C3 (Medio)
257,Persona_257,45,Trabajador informal,Conservador,Economía y Seguridad,Argentina,Buenos Aires,Tandil,D1 (Bajo)
258,Persona_258,62,Desempleado,Justicia Social,Economía y Seguridad,Argentina,Salta,Salta Capital,ABC1 (Alto)
259,Persona_259,35,Jubilado,Justicia Social,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,ABC1 (Alto)
260,Persona_260,36,Empleado público,Conservador,Economía y Seguridad,Argentina,Mendoza,Luján de Cuyo,E (Vulnerable)
261,Persona_261,41,Obrero de fábrica,Antisistema,Economía y Seguridad,Argentina,Mendoza,San Rafael,D1 (Bajo)
262,Persona_262,41,Obrero de fábrica,Antisistema,Economía y Seguridad,Argentina,Santa Fe,Santa Fe Capital,C3 (Medio)
263,Persona_263,73,Obrero de fábrica,Pragmático,Economía y Seguridad,Argentina,CABA,CABA,C2 (Medio-Alto)
264,Persona_264,32,Empleado público,Progresista,Economía y Seguridad,Argentina,CABA,CABA,D1 (Bajo)
265,Persona_265,32,Programador freelance,Antisistema,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,C3 (Medio)
266,Persona_266,24,Productor agropecuario,Conservador,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,C2 (Medio-Alto)
267,Persona_267,60,Productor agropecuario,Escéptico,Economía y Seguridad,Argentina,Mendoza,Luján de Cuyo,C3 (Medio)
268,Persona_268,68,Comerciante de barrio,Liberal,Economía y Seguridad,Argentina,Córdoba,Villa María,ABC1 (Alto)
269,Persona_269,40,Comerciante de barrio,Justicia Social,Economía y Seguridad,Argentina,Santa Fe,Rafaela,C2 (Medio-Alto)
270,Persona_270,34,Emprendedor tech,Pragmático,Economía y Seguridad,Argentina,Salta,Cafayate,C3 (Medio)
271,Persona_271,70,Desempleado,Pragmático,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,C3 (Medio)
272,Persona_272,70,Comerciante de barrio,Antisistema,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,E (Vulnerable)
273,Persona_273,56,Estudiante universitario,Antisistema,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,E (Vulnerable)
274,Persona_274,39,Jubilado,Escéptico,Economía y Seguridad,Argentina,Mendoza,Mendoza Capital,C3 (Medio)
275,Persona_275,32,Empleado público,Progresista,Economía y Seguridad,Argentina,CABA,CABA,D1 (Bajo)
276,Persona_276,57,Emprendedor tech,Progresista,Economía y Seguridad,Argentina,Córdoba,Córdoba Capital,E (Vulnerable)
277,Persona_277,40,Desempleado,Progresista,Economía y Seguridad,Argentina,Córdoba,Villa María,ABC1 (Alto)
278,Persona_278,69,Jubilado,Escéptico,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,C3 (Medio)
279,Persona_279,43,Programador freelance,Antisistema,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,C2 (Medio-Alto)
280,Persona_280,71,Productor agropecuario,Justicia Social,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,C3 (Medio)
281,Persona_281,21,Productor agropecuario,Liberal,Economía y Seguridad,Argentina,CABA,CABA,C2 (Medio-Alto)
282,Persona_282,19,Obrero de fábrica,Liberal,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,D1 (Bajo)
283,Persona_283,45,Emprendedor tech,Justicia Social,Economía y Seguridad,Argentina,CABA,CABA,D1 (Bajo)
284,Persona_284,60,Emprendedor tech,Antisistema,Economía y Seguridad,Argentina,CABA,CABA,E (Vulnerable)
285,Persona_285,54,Trabajador informal,Conservador,Economía y Seguridad,Argentina,Mendoza,Mendoza Capital,E (Vulnerable)
286,Persona_286,45,Trabajador informal,Antisistema,Economía y Seguridad,Argentina,Salta,Salta Capital,E (Vulnerable)
287,Persona_287,33,Trabajador informal,Pragmático,Economía y Seguridad,Argentina,Mendoza,San Rafael,C3 (Medio)
288,Persona_288,40,Obrero de fábrica,Antisistema,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,E (Vulnerable)
289,Persona_289,52,Profesional independiente,Conservador,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,E (Vulnerable)
290,Persona_290,37,Obrero de fábrica,Justicia Social,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,ABC1 (Alto)
291,Persona_291,33,Comerciante de barrio,Conservador,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,ABC1 (Alto)
292,Persona_292,47,Profesional independiente,Antisistema,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,C2 (Medio-Alto)
293,Persona_293,52,Empleado público,Justicia Social,Economía y Seguridad,Argentina,CABA,CABA,ABC1 (Alto)
294,Persona_294,53,Programador freelance,Progresista,Economía y Seguridad,Argentina,Buenos Aires,La Plata,ABC1 (Alto)
295,Persona_295,21,Docente,Liberal,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,E (Vulnerable)
296,Persona_296,47,Trabajador informal,Conservador,Economía y Seguridad,Argentina,Salta,Salta Capital,E (Vulnerable)
297,Persona_297,75,Jubilado,Pragmático,Economía y Seguridad,Argentina,Santa Fe,Rafaela,ABC1 (Alto)
298,Persona_298,23,Estudiante universitario,Justicia Social,Economía y Seguridad,Argentina,Mendoza,Luján de Cuyo,C2 (Medio-Alto)
299,Persona_299,24,Obrero de fábrica,Escéptico,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,E (Vulnerable)
300,Persona_300,59,Desempleado,Antisistema,Economía y Seguridad,Argentina,Mendoza,San Rafael,C3 (Medio)
301,Persona_301,53,Docente,Escéptico,Economía y Seguridad,Argentina,Mendoza,Luján de Cuyo,C3 (Medio)
302,Persona_302,75,Trabajador informal,Pragmático,Economía y Seguridad,Argentina,Santa Fe,Rafaela,C2 (Medio-Alto)
303,Persona_303,37,Trabajador informal,Justicia Social,Economía y Seguridad,Argentina,CABA,CABA,C2 (Medio-Alto)
304,Persona_304,37,Empleado público,Escéptico,Economía y Seguridad,Argentina,Córdoba,Río Cuarto,ABC1 (Alto)
305,Persona_305,20,Jubilado,Progresista,Economía y Seguridad,Argentina,Córdoba,Carlos Paz,C3 (Medio)
306,Persona_306,61,Emprendedor tech,Antisistema,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,C3 (Medio)
307,Persona_307,49,Estudiante universitario,Justicia Social,Economía y Seguridad,Argentina,Córdoba,Río Cuarto,ABC1 (Alto)
308,Persona_308,37,Desempleado,Escéptico,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,E (Vulnerable)
309,Persona_309,27,Programador freelance,Progresista,Economía y Seguridad,Argentina,Salta,Salta Capital,D1 (Bajo)
310,Persona_310,59,Profesional independiente,Progresista,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,D1 (Bajo)
311,Persona_311,54,Emprendedor tech,Justicia Social,Economía y Seguridad,Argentina,Córdoba,Córdoba Capital,C3 (Medio)
312,Persona_312,60,Desempleado,Progresista,Economía y Seguridad,Argentina,Mendoza,Luján de Cuyo,E (Vulnerable)
313,Persona_313,71,Programador freelance,Pragmático,Economía y Seguridad,Argentina,Córdoba,Córdoba Capital,C3 (Medio)
314,Persona_314,45,Estudiante universitario,Progresista,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,C2 (Medio-Alto)
315,Persona_315,74,Trabajador informal,Conservador,Economía y Seguridad,Argentina,Córdoba,Córdoba Capital,ABC1 (Alto)
316,Persona_316,24,Emprendedor tech,Escéptico,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,ABC1 (Alto)
317,Persona_317,38,Estudiante universitario,Justicia Social,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,E (Vulnerable)
318,Persona_318,41,Desempleado,Conservador,Economía y Seguridad,Argentina,Córdoba,Córdoba Capital,ABC1 (Alto)
319,Persona_319,51,Empleado público,Liberal,Economía y Seguridad,Argentina,Mendoza,Luján de Cuyo,E (Vulnerable)
320,Persona_320,48,Productor agropecuario,Conservador,Economía y Seguridad,Argentina,Buenos Aires,Mar del Plata,E (Vulnerable)
321,Persona_321,59,Emprendedor tech,Pragmático,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,C3 (Medio)
322,Persona_322,40,Desempleado,Conservador,Economía y Seguridad,Argentina,Córdoba,Carlos Paz,D1 (Bajo)
323,Persona_323,35,Trabajador informal,Conservador,Economía y Seguridad,Argentina,Buenos Aires,Mar del Plata,E (Vulnerable)
324,Persona_324,33,Programador freelance,Conservador,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,C2 (Medio-Alto)
325,Persona_325,38,Productor agropecuario,Liberal,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,ABC1 (Alto)
326,Persona_326,54,Programador freelance,Conservador,Economía y Seguridad,Argentina,Santa Fe,Santa Fe Capital,ABC1 (Alto)
327,Persona_327,42,Trabajador informal,Conservador,Economía y Seguridad,Argentina,Salta,Cafayate,C3 (Medio)
328,Persona_328,52,Trabajador informal,Justicia Social,Economía y Seguridad,Argentina,Buenos Aires,Mar del Plata,E (Vulnerable)
329,Persona_329,36,Obrero de fábrica,Justicia Social,Economía y Seguridad,Argentina,Mendoza,Luján de Cuyo,C3 (Medio)
330,Persona_330,43,Productor agropecuario,Pragmático,Economía y Seguridad,Argentina,Mendoza,Mendoza Capital,C2 (Medio-Alto)
331,Persona_331,65,Productor agropecuario,Antisistema,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,E (Vulnerable)
332,Persona_332,44,Programador freelance,Conservador,Economía y Seguridad,Argentina,Buenos Aires,La Plata,ABC1 (Alto)
333,Persona_333,47,Docente,Conservador,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,D1 (Bajo)
334,Persona_334,19,Estudiante universitario,Antisistema,Economía y Seguridad,Argentina,CABA,CABA,C2 (Medio-Alto)
335,Persona_335,60,Jubilado,Liberal,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,E (Vulnerable)
336,Persona_336,55,Obrero de fábrica,Pragmático,Economía y Seguridad,Argentina,CABA,CABA,C2 (Medio-Alto)
337,Persona_337,27,Programador freelance,Escéptico,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,C2 (Medio-Alto)
338,Persona_338,74,Desempleado,Conservador,Economía y Seguridad,Argentina,Córdoba,Río Cuarto,C3 (Medio)
339,Persona_339,35,Productor agropecuario,Conservador,Economía y Seguridad,Argentina,CABA,CABA,C2 (Medio-Alto)
340,Persona_340,29,Jubilado,Justicia Social,Economía y Seguridad,Argentina,Córdoba,Carlos Paz,ABC1 (Alto)
341,Persona_341,21,Trabajador informal,Progresista,Economía y Seguridad,Argentina,Córdoba,Córdoba Capital,C2 (Medio-Alto)
342,Persona_342,69,Productor agropecuario,Pragmático,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,E (Vulnerable)
343,Persona_343,28,Trabajador informal,Pragmático,Economía y Seguridad,Argentina,Mendoza,Mendoza Capital,ABC1 (Alto)
344,Persona_344,56,Profesional independiente,Escéptico,Economía y Seguridad,Argentina,Santa Fe,Rosario,ABC1 (Alto)
345,Persona_345,42,Trabajador informal,Antisistema,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,ABC1 (Alto)
346,Persona_346,60,Emprendedor tech,Pragmático,Economía y Seguridad,Argentina,Buenos Aires,Mar del Plata,C3 (Medio)
347,Persona_347,44,Programador freelance,Conservador,Economía y Seguridad,Argentina,Córdoba,Villa María,C2 (Medio-Alto)
348,Persona_348,61,Programador freelance,Justicia Social,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,D1 (Bajo)
349,Persona_349,56,Empleado público,Pragmático,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,C2 (Medio-Alto)
350,Persona_350,67,Comerciante de barrio,Pragmático,Economía y Seguridad,Argentina,CABA,CABA,C3 (Medio)
351,Persona_351,43,Productor agropecuario,Justicia Social,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,ABC1 (Alto)
352,Persona_352,53,Profesional independiente,Antisistema,Economía y Seguridad,Argentina,Mendoza,Mendoza Capital,C2 (Medio-Alto)
353,Persona_353,60,Productor agropecuario,Justicia Social,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,D1 (Bajo)
354,Persona_354,71,Jubilado,Escéptico,Economía y Seguridad,Argentina,Santa Fe,Santa Fe Capital,D1 (Bajo)
355,Persona_355,27,Empleado público,Liberal,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,C2 (Medio-Alto)
356,Persona_356,21,Estudiante universitario,Pragmático,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,D1 (Bajo)
357,Persona_357,34,Comerciante de barrio,Escéptico,Economía y Seguridad,Argentina,Buenos Aires,Tandil,E (Vulnerable)
358,Persona_358,63,Docente,Liberal,Economía y Seguridad,Argentina,Salta,Cafayate,C2 (Medio-Alto)
359,Persona_359,31,Profesional independiente,Conservador,Economía y Seguridad,Argentina,Salta,Salta Capital,D1 (Bajo)
360,Persona_360,36,Profesional independiente,Pragmático,Economía y Seguridad,Argentina,Córdoba,Río Cuarto,C3 (Medio)
361,Persona_361,56,Jubilado,Escéptico,Economía y Seguridad,Argentina,Mendoza,Mendoza Capital,ABC1 (Alto)
362,Persona_362,31,Estudiante universitario,Progresista,Economía y Seguridad,Argentina,Santa Fe,Rafaela,ABC1 (Alto)
363,Persona_363,70,Comerciante de barrio,Progresista,Economía y Seguridad,Argentina,Salta,Salta Capital,C2 (Medio-Alto)
364,Persona_364,29,Jubilado,Progresista,Economía y Seguridad,Argentina,Salta,Salta Capital,ABC1 (Alto)
365,Persona_365,50,Empleado público,Conservador,Economía y Seguridad,Argentina,Santa Fe,Santa Fe Capital,E (Vulnerable)
366,Persona_366,58,Productor agropecuario,Liberal,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,C3 (Medio)
367,Persona_367,63,Docente,Liberal,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,E (Vulnerable)
368,Persona_368,68,Emprendedor tech,Pragmático,Economía y Seguridad,Argentina,CABA,CABA,ABC1 (Alto)
369,Persona_369,39,Desempleado,Progresista,Economía y Seguridad,Argentina,Mendoza,San Rafael,D1 (Bajo)
370,Persona_370,34,Programador freelance,Pragmático,Economía y Seguridad,Argentina,Córdoba,Carlos Paz,ABC1 (Alto)
371,Persona_371,37,Comerciante de barrio,Antisistema,Economía y Seguridad,Argentina,Salta,Cafayate,ABC1 (Alto)
372,Persona_372,19,Obrero de fábrica,Progresista,Economía y Seguridad,Argentina,Salta,Cafayate,ABC1 (Alto)
373,Persona_373,41,Obrero de fábrica,Conservador,Economía y Seguridad,Argentina,Santa Fe,Rosario,ABC1 (Alto)
374,Persona_374,32,Jubilado,Progresista,Economía y Seguridad,Argentina,Córdoba,Carlos Paz,D1 (Bajo)
375,Persona_375,38,Desempleado,Pragmático,Economía y Seguridad,Argentina,Santa Fe,Venado Tuerto,C3 (Medio)
376,Persona_376,19,Emprendedor tech,Liberal,Economía y Seguridad,Argentina,Santa Fe,Rosario,E (Vulnerable)
377,Persona_377,59,Profesional independiente,Antisistema,Economía y Seguridad,Argentina,Salta,Cafayate,C3 (Medio)
378,Persona_378,72,Emprendedor tech,Liberal,Economía y Seguridad,Argentina,Salta,Salta Capital,C3 (Medio)
379,Persona_379,68,Jubilado,Liberal,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,C2 (Medio-Alto)
380,Persona_380,63,Profesional independiente,Conservador,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,E (Vulnerable)
381,Persona_381,35,Docente,Pragmático,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,ABC1 (Alto)
382,Persona_382,60,Desempleado,Antisistema,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,C3 (Medio)
383,Persona_383,34,Trabajador informal,Progresista,Economía y Seguridad,Argentina,Santa Fe,Santa Fe Capital,E (Vulnerable)
384,Persona_384,41,Docente,Liberal,Economía y Seguridad,Argentina,Buenos Aires,La Plata,D1 (Bajo)
385,Persona_385,72,Jubilado,Liberal,Economía y Seguridad,Argentina,Córdoba,Villa María,E (Vulnerable)
386,Persona_386,45,Estudiante universitario,Conservador,Economía y Seguridad,Argentina,Córdoba,Carlos Paz,C3 (Medio)
387,Persona_387,28,Obrero de fábrica,Pragmático,Economía y Seguridad,Argentina,Salta,Salta Capital,E (Vulnerable)
388,Persona_388,45,Programador freelance,Escéptico,Economía y Seguridad,Argentina,CABA,CABA,C2 (Medio-Alto)
389,Persona_389,27,Productor agropecuario,Liberal,Economía y Seguridad,Argentina,Mendoza,Mendoza Capital,C2 (Medio-Alto)
390,Persona_390,44,Programador freelance,Pragmático,Economía y Seguridad,Argentina,Santa Fe,Rafaela,C2 (Medio-Alto)
391,Persona_391,70,Docente,Progresista,Economía y Seguridad,Argentina,Santa Fe,Rosario,E (Vulnerable)
392,Persona_392,25,Estudiante universitario,Justicia Social,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,C2 (Medio-Alto)
393,Persona_393,47,Emprendedor tech,Justicia Social,Economía y Seguridad,Argentina,Mendoza,Mendoza Capital,E (Vulnerable)
